listing_id,neighbourhood,zipcode,price
1815505,Jamaica,11435,56
1818411,East Village,10003,455
1818420,Canarsie,11236,37
1818820,Williamsburg,11211,193
1819623,Bedford-Stuyvesant,11206,53
1820858,Chelsea,10011,161
1821541,Alphabet City,10009,420
1822436,Harlem,10026,100
1826701,Hamilton Heights,10031,65
1827525,Flatbush,11226,70
1831227,Harlem,10037,129
1835728,Forest Hills,11375,115
1839341,Williamsburg,11249,300
1841356,Kips Bay,10016,90
1846100,Flatbush,11226,119
1847153,East Harlem,10029,160
1847434,Bedford-Stuyvesant,11216,150
1851926,Bedford-Stuyvesant,11221,95
1859901,,10003,150
1860838,Washington Heights,10032,44
1861493,Upper West Side,10024,249
1872241,Flushing,11358,100
1877255,Upper East Side,10028,90
1880539,Williamsburg,11249,85
1891017,Chelsea,10001,200
1891118,Bedford-Stuyvesant,11216,100
1891798,Bedford-Stuyvesant,11205,97
1892319,Chelsea,10011,89
1892680,Gramercy Park,10003,160
1893225,Prospect Heights,11217,275
1901357,Flatbush,11226,70
1903198,Sunnyside,11104,35
1903249,Chelsea,10011,75
1909128,Alphabet City,10009,178
1922863,Williamsburg,11211,248
1928570,Williamsburg,11211,120
1929058,Prospect Heights,11238,140
1929321,,11238,130
1930685,Bushwick,11237,55
1932110,Lower East Side,10002,175
1939106,East Village,10009,172
1940956,Hell's Kitchen,10019,105
1947400,Chelsea,10011,200
1954653,Kips Bay,10016,195
1956677,Port Morris,10454,140
1959024,Upper East Side,10128,499
1961361,Lower East Side,10002,102
1965766,Upper East Side,10021,149
1970697,Bedford-Stuyvesant,11221,72
1970915,Bushwick,11237,80
1974700,Harlem,10030,250
1979076,Greenpoint,11222,135
1979744,Canarsie,11236,33
1981669,Lefferts Garden,11225,80
1984378,Williamsburg,11237,175
1984816,Upper East Side,,249
1998026,Clinton Hill,11205,130
2000156,Upper East Side,10128,55
2007773,Roosevelt Island,10044,49
2010971,Harlem,10027,150
2012104,Morningside Heights,10027,55
2012368,Lower East Side,10002,117
2013807,Lower East Side,10002,189
2015094,Inwood,10034,45
2015314,Harlem,10027,200
2017517,,11231,138
2019755,Brooklyn Navy Yard,11205,100
2028272,Chelsea,10011,320
2031495,Upper West Side,10025,100
2041041,Upper East Side,10065,80
2046007,,10002,98
2046225,Crown Heights,11225,120
2048796,Sunnyside,11104,50
2053940,Brooklyn Navy Yard,11205,65
2055614,Fort Greene,11238,89
2069051,Williamsburg,11211,45
2071420,Chelsea,10011,199
2071546,Bedford-Stuyvesant,11216,69
2079253,Alphabet City,10009,144
2079789,Chinatown,10002,90
2080861,Bedford-Stuyvesant,11221,177
2082328,Longwood,10459,65
2083788,Upper East Side,10128,75
2084817,Lower East Side,10002,128
2085632,Alphabet City,10009,446
2086647,Lower East Side,10002,169
2088389,Clinton Hill,11238,100
2089745,Chelsea,,195
2091204,Crown Heights,11225,150
2092611,Upper East Side,10028,150
2092778,Park Slope,11215,115
2093304,Fort Greene,11205,100
2095959,Sunnyside,11104,94
2104472,Hell's Kitchen,10036,70
2105163,Gramercy Park,10010,195
2108178,Greenpoint,11222,115
2109817,Williamsburg,11249,354
2110022,,10031,75
2115784,Flatbush,11226,50
2116940,Lower East Side,10002,145
2119216,Harlem,10030,80
2126576,Greenpoint,11222,165
2128464,Bushwick,11237,60
2134294,Astoria,11102,45
2141975,Upper East Side,10075,85
2144033,Williamsburg,11249,145
2145599,Hell's Kitchen,10036,135
2151558,Greenpoint,11222,42
2154313,Alphabet City,10009,600
2155219,,11106,100
2155583,Alphabet City,10009,100
2165107,Upper East Side,10022,110
2169722,,10023,145
2177004,Williamsburg,11249,150
2181941,Harlem,10030,112
2183423,Harlem,10037,165
2188204,Bedford-Stuyvesant,11216,150
2188310,Alphabet City,10009,120
2188359,Hell's Kitchen,10036,165
2198970,Washington Heights,10033,55
2201398,Richmond Hill,11415,89
2201581,Bedford-Stuyvesant,11206,72
2202858,Downtown Brooklyn,11201,200
2208567,Lower East Side,10002,130
2209835,Kips Bay,10016,150
2210615,Chelsea,10011,119
2210663,Upper West Side,10025,155
2221852,Washington Heights,10032,65
2223082,Chelsea,10011,285
2223247,Upper East Side,10075,200
2223420,Crown Heights,11213,110
2224417,Bushwick,11237,110
2232495,Bushwick,11237,75
2237063,,10016,105
2237495,Bushwick,11206,80
2238300,Bushwick,11237,95
2240661,Upper East Side,10021,180
2254582,Clinton Hill,11238,199
2255340,Greenwich Village,10012,289
2261018,Murray Hill,10016,175
2267177,Sunset Park,11232,55
2267692,Greenpoint,11222,130
2273613,Gowanus,11231,110
2274268,Hell's Kitchen,10036,90
2285444,West Village,10014,100
2288762,Kips Bay,10016,152
2289612,Kips Bay,10016,110
2291893,Crown Heights,11225,51
2292275,Upper East Side,10128,135
2296024,Riverdale,10463,225
2297029,Hell's Kitchen,10036,200
2301258,Park Slope,11215,305
2302803,Williamsburg,11249,290
2305890,Flatbush,11210,140
2310191,Harlem,10026,89
2310445,Chelsea,10001,150
2310594,Williamsburg,11206,95
2314392,Upper West Side,10023,200
2320581,West Village,10014,130
2323714,Clinton Hill,11238,200
2329807,Times Square/Theatre District,10019,354
2342930,Chelsea,10001,485
2346296,Williamsburg,11249,73
2357070,Midtown,10019,350
2362357,Park Slope,11215,59
2367089,Upper East Side,10128,155
2368021,Kips Bay,10010,200
2370610,Brooklyn Heights,11201,190
2374538,Kips Bay,10016,96
2377590,Kips Bay,10016,85
2385344,Greenpoint,11222,500
2391218,Greenpoint,11222,95
2396867,Harlem,10031,40
2407447,Crown Heights,11238,99
2410819,East Village,10009,125
2418060,Bedford-Stuyvesant,,48
2422819,Greenpoint,11222,350
2424342,Greenpoint,11222,99
2430828,Washington Heights,10032,112
2446430,Park Slope,11215,64
2447138,Tribeca,10013,450
2447634,Greenpoint,11222,154
2451647,Alphabet City,10009,84
2454281,Clinton Hill,11205,86
2461540,Astoria,11101,75
2464679,East Village,10003,99
2465962,Astoria,11103,125
2466816,,11231,500
2467377,Whitestone,11360,90
2467814,Morningside Heights,10027,95
2471910,Greenpoint,11222,105
2473611,Harlem,10026,92
2487073,,10038,135
2487848,Williamsburg,11211,85
2488227,Lower East Side,10002,180
2489920,Midwood,11210,90
2493176,Upper East Side,10028,141
2495596,Greenwich Village,10011,199
2496301,Bushwick,11237,99
2501384,Boerum Hill,11217,90
2514689,Midtown East,10022,300
2514760,Upper West Side,10025,150
2516430,Astoria,11103,50
2517989,Nolita,10012,145
2521691,Harlem,10026,80
2524213,Sunset Park,11232,38
2524451,Sunset Park,11232,48
2524947,Financial District,10006,175
2537383,Chelsea,10011,165
2537745,Williamsburg,11211,138
2540173,Prospect Heights,11238,550
2545184,Norwood,10467,70
2552606,Morningside Heights,10027,99
2557018,Bedford-Stuyvesant,11221,45
2557654,East Village,10009,65
2559090,Boerum Hill,11217,79
2560559,Crown Heights,11238,50
2569466,East Harlem,10029,55
2582812,Williamsburg,"11249
11249",60
2583811,Lower East Side,10002,302
2586484,Harlem,10026,85
2586923,Flatbush,11226,45
2591213,Clinton Hill,11238,120
2592259,Williamsburg,11206,80
2600199,Williamsburg,11206,100
2601402,Boerum Hill,11217,150
2606370,Harlem,10026,450
2617406,Chelsea,10011,125
2620837,Bushwick,11206,50
2634963,Harlem,10026,290
2636534,,10002,105
2640467,Crown Heights,11216,65
2640764,Williamsburg,11211,79
2645558,Gramercy Park,10003,200
2649068,Sunnyside,11104,65
2651810,Maspeth,11378,80
2653644,Chinatown,10002,100
2659448,Bedford-Stuyvesant,11221,90
2659732,Greenpoint,11222,49
2671926,Upper West Side,10025,80
2674784,Windsor Terrace,11215,130
2683387,Midtown,10019,140
2683758,Harlem,10026,110
2686002,Midtown East,10022,100
2686412,Clinton Hill,11238,49
2694274,Fort Greene,11205,225
2695159,,11101,55
2699454,Midtown East,10022,190
2711082,Hell's Kitchen,10019,140
2713477,East New York,11208,45
2719640,Port Morris,10454,71
2725385,Williamsburg,11211,125
2735650,Upper West Side,10025,140
2739420,Harlem,10027,100
2739707,Bedford-Stuyvesant,11233,65
2739884,Hell's Kitchen,10036,189
2740389,Kips Bay,10016,165
2744106,Downtown Brooklyn,11201,95
2748094,East Village,10003,200
2748493,Washington Heights,10032,120
2751311,Williamsburg,11211,145
2760968,Williamsburg,11249,80
2764516,Alphabet City,10009,150
2774381,Flatbush,11226,70
2784311,Alphabet City,10009,100
2791446,Chelsea,10011,250
2792632,Nolita,10012,115
2793630,Chinatown,10002,120
2805293,West Village,10012,300
2807615,Upper West Side,10024,179
2814931,Port Morris,10454,120
2817302,Murray Hill,10016,135
2819086,Hamilton Heights,10031,110
2835738,Upper West Side,10023,299
2838319,,10032,100
2845257,Greenpoint,11222,165
2847633,Greenwich Village,10012,100
2856890,Williamsburg,11211,100
2858010,Harlem,10026,111
2863223,Williamsburg,11211,75
2863530,Astoria,11102,130
2863873,Bedford-Stuyvesant,11221,40
2867115,Sunnyside,,45
2867463,Park Slope,11215,195
2870603,Jackson Heights,11369,69
2879157,Morningside Heights,10027,125
2880806,Williamsburg,11211,280
2889387,St. George,10301,95
2897507,Clinton Hill,11238,50
2908211,Park Slope,11217,105
2908417,Bedford-Stuyvesant,11206,49
2918732,Chelsea,10011,200
2922453,East Harlem,10029,160
2924588,Midtown East,10017,120
2925397,Park Slope,11215,60
2926993,Williamsburg,11211,275
2932263,Brooklyn Heights,11201,160
2935456,Upper West Side,10023,195
2936054,Battery Park City,10280,200
2936192,Greenwich Village,10012,120
2941297,Chelsea,10011,225
2943724,The Rockaways,11691,70
2949128,Hell's Kitchen,10036,250
2949826,Flatbush,11226,30
2950760,Astoria,11106,49
2965008,Gowanus,11215,298
2966685,West Village,10014,160
2967631,Upper East Side,10128,175
2969803,Hell's Kitchen,10019,68
2974433,Williamsburg,11206,100
2994478,,10024,99
2994536,Greenpoint,11222,70
2997377,Washington Heights,10032,39
3003127,Crown Heights,11213,66
3003386,Morningside Heights,10026,142
3005261,Washington Heights,10040,185
3005990,Greenwood Heights,11215,54
3010430,Chelsea,10011,180
3015844,Inwood,10034,23
3019237,Gowanus,11231,414
3039110,Concourse,10452,50
3039888,Sunset Park,11232,90
3040524,Midtown East,10022,126
3041785,East Village,10003,249
3041889,Lower East Side,10002,109
3042553,Lower East Side,10002,77
3052726,Upper West Side,10024,300
3056451,West Village,10014,120
3060766,Williamsburg,11249,175
3061093,Williamsburg,11211,240
3061221,East Harlem,10037,70
3061995,Long Island City,11101,70
3066191,West Village,10014,222
3067670,Chelsea,10011,220
3079567,Nolita,10012,320
3089577,Borough Park,11204,169
3090474,Hell's Kitchen,10018,100
3101140,Williamsburg,11222,126
3104652,Chelsea,10011,325
3111195,Bedford-Stuyvesant,11216,50
3112872,Upper West Side,10023,215
3120723,Lower East Side,10002,160
3120957,Harlem,10027,200
3131756,Bedford-Stuyvesant,11233,149
3133157,Chinatown,10002,79
3137906,Williamsburg,11211,64
3143596,Bedford-Stuyvesant,11216,145
3143838,Williamsburg,11206,95
3145484,Bedford-Stuyvesant,11216,500
3151795,East Harlem,10035,99
3173685,West Village,10014,195
3177630,Upper East Side,10128,175
3186416,Kips Bay,10016,200
3198824,Upper West Side,10025,195
3199681,,11375,50
3208188,Carroll Gardens,11231,350
3208904,Lower East Side,10002,75
3215486,Lower East Side,10002,81
3215660,East Harlem,10029,45
3217221,Washington Heights,10032,65
3219654,Park Slope,11215,125
3225975,Gowanus,11217,400
3226726,Alphabet City,10009,210
3230053,Williamsburg,11222,111
3231803,Gravesend,11223,60
3236301,Harlem,10030,45
3240838,Kips Bay,10016,60
3251901,Upper West Side,10025,69
3262930,Upper East Side,10021,140
3265410,Elmhurst,11373,60
3265982,,11217,90
3268008,West Village,10014,200
3271052,Boerum Hill,11201,145
3272161,Upper East Side,10028,135
3279671,Chelsea,10001,165
3282550,Boerum Hill,11217,158
3283729,Upper East Side,10028,125
3293500,,11233,128
3293842,Greenwood Heights,11232,121
3299332,Bushwick,11207,65
3304307,East Harlem,10029,90
3307936,Meatpacking District,10014,240
3311821,Williamsburg,11211,100
3321643,Flatbush,11210,125
3323189,Lower East Side,10002,785
3324203,Middle Village,11379,99
3333835,Upper West Side,10025,225
3339205,Chelsea,10011,160
3344237,Midtown East,10022,125
3349699,Williamsburg,11211,150
3352608,Sheepshead Bay,11235,300
3357882,Upper East Side,10065,200
3359510,Greenpoint,11222,125
3362302,Lower East Side,10002,125
3367150,Williamsburg,11211,158
3369623,Astoria,11102,97
3372399,Bedford-Stuyvesant,11221,175
3379914,Ridgewood,11385,96
3393798,West Village,10014,249
3394044,Washington Heights,10032,69
3394964,Washington Heights,10032,50
3395099,Washington Heights,10032,51
3400645,Boerum Hill,11217,115
3400837,,10031,450
3401083,Bushwick,11221,115
3404897,East Harlem,10037,71
3410516,,11211,250
3412633,,10002,140
3414885,Williamsburg,11211,250
3424943,Astoria,11106,48
3426149,Fort Greene,11238,90
3434211,Chinatown,10013,80
3440135,Greenwich Village,10012,225
3440920,Williamsburg,11211,158
3447238,Crown Heights,11238,98
3452721,Greenpoint,11211,200
3452835,Clinton Hill,11238,100
3454343,Alphabet City,10009,62
3463475,Lower East Side,10002,119
3464316,Bushwick,11206,70
3465977,Upper West Side,10024,225
3467744,Upper East Side,10021,105
3468919,Greenwood Heights,11215,69
3469115,Park Slope,11215,149
3469171,Red Hook,11231,142
3478771,Lower East Side,10002,69
3485641,Williamsburg,11211,105
3492910,Harlem,10027,142
3495854,Williamsburg,11211,140
3496438,Harlem,10027,170
3497198,,10040,48
3497765,Astoria,11103,90
3498038,Greenwich Village,10012,105
3503946,Hell's Kitchen,10018,110
3507112,Mott Haven,10455,79
3512620,Crown Heights,11216,135
3513138,Jamaica,11433,45
3513653,Williamsburg,11211,175
3521162,Chelsea,10011,175
3531018,,11221,59
3531190,Lower East Side,10002,199
3534443,Lower East Side,10002,150
3540722,Alphabet City,10009,145
3545137,Bedford-Stuyvesant,11205,80
3548393,West Village,10014,100
3549314,Bedford-Stuyvesant,11205,140
3549478,Bedford-Stuyvesant,11216,113
3551778,Park Slope,11215,120
3553361,Williamsburg,11211,200
3553679,Upper East Side,10065,69
3553768,West Village,10011,170
3559005,Greenpoint,11222,112
3559515,Midtown,10019,308
3565617,Lower East Side,10002,175
3569374,Park Slope,11215,230
3576160,East Harlem,10035,100
3580577,Greenwood Heights,11215,80
3585452,Harlem,10027,140
3595554,Jamaica,11412,108
3600108,Fort Greene,11217,275
3600496,Midtown,10016,148
3600961,East Village,10009,160
3601900,Washington Heights,10033,50
3603979,Borough Park,11204,59
3605090,Washington Heights,10032,60
3605388,Crown Heights,11233,68
3605493,Astoria,11103,120
3611813,Gramercy Park,10010,150
3614680,Astoria,11103,115
3619399,Flatbush,11210,69
3622890,Lower East Side,10002,100
3624387,Astoria,11106,130
3624653,Williamsburg,11211,69
3626302,Ridgewood,11385,49
3626609,Lower East Side,10002,89
3629580,East Harlem,10029,55
3630304,Sunnyside,11104,80
3634361,Windsor Terrace,11218,140
3643673,Bedford-Stuyvesant,11221,95
3644237,Williamsburg,11249,125
3654480,Lower East Side,10002,325
3654510,East Harlem,10029,75
3663798,Williamsburg,11206,119
3664714,Greenpoint,11222,110
3670659,Clinton Hill,11238,165
3675957,Brooklyn Navy Yard,11205,125
3678064,Crown Heights,11225,55
3678796,Bedford-Stuyvesant,11216,99
3685704,Bedford-Stuyvesant,11221,120
3687880,,10039,132
3688168,Fort Greene,11205,400
3689140,West Village,10014,174
3695725,Williamsburg,11211,325
3695776,Carroll Gardens,11231,145
3709582,Washington Heights,10040,95
3710436,Bedford-Stuyvesant,11216,180
3715638,East Harlem,10029,62
3716193,Bedford-Stuyvesant,11216,100
3728135,,10012,214
3728289,Bushwick,11221,65
3728303,Upper West Side,10023,150
3728837,Greenpoint,11222,125
3738529,Brooklyn Navy Yard,11205,150
3740809,Harlem,10027,75
3740914,Crown Heights,11225,95
3741728,Bedford-Stuyvesant,11221,125
3749971,Williamsburg,11249,115
3760029,Astoria,11103,100
3765095,Brooklyn,11226,45
3767267,Morningside Heights,10027,95
3771656,Upper East Side,10028,95
3775259,Bedford-Stuyvesant,11221,155
3793161,Astoria,11377,39
3793246,East Village,10003,205
3797183,Boerum Hill,11217,110
3797867,East Harlem,10029,50
3799598,East Village,10003,240
3800332,Williamsburg,11249,175
3801007,Bedford-Stuyvesant,11238,349
3801665,Williamsburg,11249,400
3802538,Hell's Kitchen,10036,99
3811186,Lefferts Garden,11225,89
3811757,Gramercy Park,10010,124
3812554,Forest Hills,11375,135
3816450,Williamsburg,11249,190
3818187,Upper West Side,10025,95
3819656,Greenwich Village,10012,165
3821676,Lower East Side,10002,169
3826037,Astoria,11103,39
3832932,Sunset Park,11220,65
3834786,Hell's Kitchen,10019,190
3835757,Astoria,11105,50
3838416,Lefferts Garden,11225,225
3840541,Boerum Hill,11201,150
3841048,Lower East Side,10002,150
3841113,Upper East Side,10128,80
3843583,East Harlem,10035,75
3844026,Greenwich Village,10012,160
3852988,Greenwood Heights,11215,155
3857180,Lefferts Garden,11226,150
3858822,West Village,10011,175
